"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"CZE","Czech Republic","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",2036,,
"CZE","Czech Republic","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",2556,,
"CZE","Czech Republic","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",2799,,
"CZE","Czech Republic","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",3058,,
"CZE","Czech Republic","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",3232,,
"CZE","Czech Republic","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",3245,,
"CZE","Czech Republic","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",103,,
"CZE","Czech Republic","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",158,,
"CZE","Czech Republic","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",195,,
"CZE","Czech Republic","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",210,,
"CZE","Czech Republic","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",221,,
"CZE","Czech Republic","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",241,,
"CZE","Czech Republic","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",258,,
"CZE","Czech Republic","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",311,,
"CZE","Czech Republic","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",250,,
"CZE","Czech Republic","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",105,,
"DNK","Denmark","TNBD","Total number of doctors","TOT","Total","2010","2010",20669,,
"DNK","Denmark","TNBD","Total number of doctors","TOT","Total","2011","2011",21107,,
"DNK","Denmark","TNBD","Total number of doctors","TOT","Total","2012","2012",21456,,
"DNK","Denmark","TNBD","Total number of doctors","TOT","Total","2013","2013",21610,,
"DNK","Denmark","TNBD","Total number of doctors","TOT","Total","2014","2014",21881,,
"DNK","Denmark","TNBD","Total number of doctors","TOT","Total","2015","2015",22335,,
"DNK","Denmark","TNBD","Total number of doctors","TOT","Total","2016","2016",22904,,
"DNK","Denmark","TNBD","Total number of doctors","TOT","Total","2017","2017",23689,,
"DNK","Denmark","TNBD","Total number of doctors","TOT","Total","2018","2018",24306,,
"DNK","Denmark","TNBD","Total number of doctors","TOT","Total","2019","2019",24715,,
"DNK","Denmark","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",18821,,
"DNK","Denmark","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",19220,,
"DNK","Denmark","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",19555,,
"DNK","Denmark","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",19694,,
"DNK","Denmark","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",19894,,
"DNK","Denmark","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",20263,,
"DNK","Denmark","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",20760,,
"DNK","Denmark","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",21481,,
"DNK","Denmark","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",22005,,
"DNK","Denmark","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",22356,,
"DNK","Denmark","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",1809,,
"DNK","Denmark","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",1857,,
"DNK","Denmark","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",1872,,
"DNK","Denmark","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",1887,,
"DNK","Denmark","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",1956,,
"DNK","Denmark","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",2044,,
"DNK","Denmark","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",2117,,
"DNK","Denmark","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",2185,,
"DNK","Denmark","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",2278,,
"DNK","Denmark","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",2339,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",296,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",238,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",184,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",198,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",283,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",282,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",267,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",275,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",246,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",272,,
"DNK","Denmark","TNBN","Total number of nurses","TOT","Total","2010","2010",54481,,
"DNK","Denmark","TNBN","Total number of nurses","TOT","Total","2011","2011",55000,,
"DNK","Denmark","TNBN","Total number of nurses","TOT","Total","2012","2012",55694,,
"DNK","Denmark","TNBN","Total number of nurses","TOT","Total","2013","2013",55889,,
"DNK","Denmark","TNBN","Total number of nurses","TOT","Total","2014","2014",56060,,
"DNK","Denmark","TNBN","Total number of nurses","TOT","Total","2015","2015",56372,,
"DNK","Denmark","TNBN","Total number of nurses","TOT","Total","2016","2016",56991,,
"DNK","Denmark","TNBN","Total number of nurses","TOT","Total","2017","2017",57821,,
"DNK","Denmark","TNBN","Total number of nurses","TOT","Total","2018","2018",58509,,
"DNK","Denmark","TNBN","Total number of nurses","TOT","Total","2019","2019",58910,,
"DNK","Denmark","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",53388,,
"DNK","Denmark","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",53918,,
"DNK","Denmark","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",54620,,
"DNK","Denmark","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",54849,,
"DNK","Denmark","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",55028,,
"DNK","Denmark","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",55361,,
"DNK","Denmark","DTRN","Domestically-trained nurses","TOT","Total","2016","2016",55956,,
"DNK","Denmark","DTRN","Domestically-trained nurses","TOT","Total","2017","2017",56774,,
"DNK","Denmark","DTRN","Domestically-trained nurses","TOT","Total","2018","2018",57425,,
"DNK","Denmark","DTRN","Domestically-trained nurses","TOT","Total","2019","2019",57812,,
"DNK","Denmark","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",1092,,
"DNK","Denmark","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",1081,,
"DNK","Denmark","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",1073,,
"DNK","Denmark","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",1039,,
"DNK","Denmark","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",1031,,
"DNK","Denmark","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",1010,,
"DNK","Denmark","FTNS","Foreign-trained nurses - Stock","TOT","Total","2016","2016",1034,,
"DNK","Denmark","FTNS","Foreign-trained nurses - Stock","TOT","Total","2017","2017",1047,,
"DNK","Denmark","FTNS","Foreign-trained nurses - Stock","TOT","Total","2018","2018",1084,,
"DNK","Denmark","FTNS","Foreign-trained nurses - Stock","TOT","Total","2019","2019",1098,,
"DNK","Denmark","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",162,,
"DNK","Denmark","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",102,,
"DNK","Denmark","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",62,,
"DNK","Denmark","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",74,,
"DNK","Denmark","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",99,,
"DNK","Denmark","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",81,,
"DNK","Denmark","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",121,,
"DNK","Denmark","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",119,,
"DNK","Denmark","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",91,,
"DNK","Denmark","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",138,,
"FIN","Finland","TNBD","Total number of doctors","TOT","Total","2011","2011",21198,,
"FIN","Finland","TNBD","Total number of doctors","TOT","Total","2012","2012",21623,,
"FIN","Finland","TNBD","Total number of doctors","TOT","Total","2013","2013",22055,,
"FIN","Finland","TNBD","Total number of doctors","TOT","Total","2014","2014",22439,,
"FIN","Finland","TNBD","Total number of doctors","TOT","Total","2015","2015",22774,,
"FIN","Finland","TNBD","Total number of doctors","TOT","Total","2016","2016",23097,,
"FIN","Finland","TNBD","Total number of doctors","TOT","Total","2017","2017",23326,,
"FIN","Finland","TNBD","Total number of doctors","TOT","Total","2018","2018",23469,,
"FIN","Finland","TNBD","Total number of doctors","TOT","Total","2019","2019",23718,,
"FIN","Finland","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",17781,,
"FIN","Finland","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",18057,,
"FIN","Finland","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",18304,,
"FIN","Finland","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",18542,,
"FIN","Finland","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",18741,,
"FIN","Finland","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",18962,,
"FIN","Finland","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",19064,,
"FIN","Finland","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",19126,,
"FIN","Finland","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",19244,,
"FIN","Finland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",3265,,
"FIN","Finland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",3436,,
"FIN","Finland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",3634,,
"FIN","Finland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",3791,,
"FIN","Finland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",3937,,
"FIN","Finland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",4054,,
"FIN","Finland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",4192,,
"FIN","Finland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",4291,,
"FIN","Finland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",4437,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",304,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",357,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",315,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",300,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",275,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",291,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",287,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",320,,
"FIN","Finland","TNBN","Total number of nurses","TOT","Total","2010","2010",97833,,
"FIN","Finland","TNBN","Total number of nurses","TOT","Total","2011","2011",99129,,
"FIN","Finland","TNBN","Total number of nurses","TOT","Total","2012","2012",100536,,
"FIN","Finland","TNBN","Total number of nurses","TOT","Total","2013","2013",101926,,
"FIN","Finland","TNBN","Total number of nurses","TOT","Total","2014","2014",103507,,
"FIN","Finland","TNBN","Total number of nurses","TOT","Total","2015","2015",105839,,
"FIN","Finland","TNBN","Total number of nurses","TOT","Total","2016","2016",107629,,
"FIN","Finland","TNBN","Total number of nurses","TOT","Total","2017","2017",109837,,
"FIN","Finland","TNBN","Total number of nurses","TOT","Total","2018","2018",111993,,
"FIN","Finland","TNBN","Total number of nurses","TOT","Total","2019","2019",114610,,
"FIN","Finland","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",97019,,
"FIN","Finland","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",98113,,
"FIN","Finland","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",99326,,
"FIN","Finland","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",100567,,
"FIN","Finland","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",102042,,
"FIN","Finland","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",104333,,
"FIN","Finland","DTRN","Domestically-trained nurses","TOT","Total","2016","2016",106103,,
"FIN","Finland","DTRN","Domestically-trained nurses","TOT","Total","2017","2017",108287,,
"FIN","Finland","DTRN","Domestically-trained nurses","TOT","Total","2018","2018",110422,,
"FIN","Finland","DTRN","Domestically-trained nurses","TOT","Total","2019","2019",113011,,
"FIN","Finland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",797,,
"FIN","Finland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",969,,
"FIN","Finland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",1163,,
"FIN","Finland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",1311,,
"FIN","Finland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",1424,,
"FIN","Finland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",1466,,
"FIN","Finland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2016","2016",1486,,
"FIN","Finland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2017","2017",1511,,
"FIN","Finland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2018","2018",1532,,
"FIN","Finland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2019","2019",1561,,
"FIN","Finland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",155,,
"FIN","Finland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",181,,
"FIN","Finland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",199,,
"FIN","Finland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",156,,
"FIN","Finland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",125,,
"FIN","Finland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",58,,
"FIN","Finland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",40,,
"FIN","Finland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",39,,
"FIN","Finland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",33,,
"FIN","Finland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",49,,
"FRA","France","TNBD","Total number of doctors","TOT","Total","2010","2010",213442,,
"FRA","France","TNBD","Total number of doctors","TOT","Total","2011","2011",215925,,
"FRA","France","TNBD","Total number of doctors","TOT","Total","2012","2012",217595,,
"FRA","France","TNBD","Total number of doctors","TOT","Total","2013","2013",219562,,
